month,sido,sigungu,vehicle_type,count
2026-07,서울,계,승용,2768487
2026-07,서울,계,승합,77907
2026-07,서울,계,화물,293783
2026-07,서울,계,특수,11762
2026-07,서울,계,총계,3151939
2026-07,서울,강남구,승용,229287
2026-07,서울,강남구,승합,4209
2026-07,서울,강남구,화물,15594
2026-07,서울,강남구,특수,560
2026-07,서울,강남구,총계,249650
2026-07,서울,강동구,승용,150449
2026-07,서울,강동구,승합,3561
2026-07,서울,강동구,화물,14492
2026-07,서울,강동구,특수,485
2026-07,서울,강동구,총계,168987
2026-07,서울,강북구,승용,61464
2026-07,서울,강북구,승합,2607
2026-07,서울,강북구,화물,7749
2026-07,서울,강북구,특수,265
2026-07,서울,강북구,총계,72085
2026-07,서울,강서구,승용,177247
2026-07,서울,강서구,승합,5080
2026-07,서울,강서구,화물,19806
2026-07,서울,강서구,특수,758
2026-07,서울,강서구,총계,202891
2026-07,서울,관악구,승용,101346
2026-07,서울,관악구,승합,2908
2026-07,서울,관악구,화물,10758
2026-07,서울,관악구,특수,384
2026-07,서울,관악구,총계,115396
2026-07,서울,광진구,승용,82832
2026-07,서울,광진구,승합,2145
2026-07,서울,광진구,화물,9812
2026-07,서울,광진구,특수,237
2026-07,서울,광진구,총계,95026
2026-07,서울,구로구,승용,119070
2026-07,서울,구로구,승합,3854
2026-07,서울,구로구,화물,15865
2026-07,서울,구로구,특수,473
2026-07,서울,구로구,총계,139262
2026-07,서울,금천구,승용,74028
2026-07,서울,금천구,승합,2633
2026-07,서울,금천구,화물,12343
2026-07,서울,금천구,특수,299
2026-07,서울,금천구,총계,89303
2026-07,서울,노원구,승용,133198
2026-07,서울,노원구,승합,3512
2026-07,서울,노원구,화물,11446
2026-07,서울,노원구,특수,541
2026-07,서울,노원구,총계,148697
2026-07,서울,도봉구,승용,79952
2026-07,서울,도봉구,승합,2575
2026-07,서울,도봉구,화물,9816
2026-07,서울,도봉구,특수,370
2026-07,서울,도봉구,총계,92713
2026-07,서울,동대문구,승용,92998
2026-07,서울,동대문구,승합,2412
2026-07,서울,동대문구,화물,11693
2026-07,서울,동대문구,특수,318
2026-07,서울,동대문구,총계,107421
2026-07,서울,동작구,승용,95098
2026-07,서울,동작구,승합,2066
2026-07,서울,동작구,화물,7292
2026-07,서울,동작구,특수,355
2026-07,서울,동작구,총계,104811
2026-07,서울,마포구,승용,104833
2026-07,서울,마포구,승합,2773
2026-07,서울,마포구,화물,11825
2026-07,서울,마포구,특수,830
2026-07,서울,마포구,총계,120261
2026-07,서울,서대문구,승용,80746
2026-07,서울,서대문구,승합,2220
2026-07,서울,서대문구,화물,7341
2026-07,서울,서대문구,특수,272
2026-07,서울,서대문구,총계,90579
2026-07,서울,서초구,승용,159866
2026-07,서울,서초구,승합,3480
2026-07,서울,서초구,화물,14366
2026-07,서울,서초구,특수,477
2026-07,서울,서초구,총계,178189
2026-07,서울,성동구,승용,92014
2026-07,서울,성동구,승합,2567
2026-07,서울,성동구,화물,10057
2026-07,서울,성동구,특수,386
2026-07,서울,성동구,총계,105024
2026-07,서울,성북구,승용,108258
2026-07,서울,성북구,승합,3498
2026-07,서울,성북구,화물,9831
2026-07,서울,성북구,특수,329
2026-07,서울,성북구,총계,121916
2026-07,서울,송파구,승용,216228
2026-07,서울,송파구,승합,5218
2026-07,서울,송파구,화물,21502
2026-07,서울,송파구,특수,813
2026-07,서울,송파구,총계,243761
2026-07,서울,양천구,승용,130095
2026-07,서울,양천구,승합,3438
2026-07,서울,양천구,화물,13194
2026-07,서울,양천구,특수,698
2026-07,서울,양천구,총계,147425
2026-07,서울,영등포구,승용,120627
2026-07,서울,영등포구,승합,3386
2026-07,서울,영등포구,화물,16824
2026-07,서울,영등포구,특수,1156
2026-07,서울,영등포구,총계,141993
2026-07,서울,용산구,승용,63842
2026-07,서울,용산구,승합,1623
2026-07,서울,용산구,화물,5601
2026-07,서울,용산구,특수,184
2026-07,서울,용산구,총계,71250
2026-07,서울,은평구,승용,117089
2026-07,서울,은평구,승합,3300
2026-07,서울,은평구,화물,11538
2026-07,서울,은평구,특수,403
2026-07,서울,은평구,총계,132330
2026-07,서울,종로구,승용,40845
2026-07,서울,종로구,승합,3006
2026-07,서울,종로구,화물,5599
2026-07,서울,종로구,특수,297
2026-07,서울,종로구,총계,49747
2026-07,서울,중구,승용,39850
2026-07,서울,중구,승합,2689
2026-07,서울,중구,화물,5664
2026-07,서울,중구,특수,285
2026-07,서울,중구,총계,48488
2026-07,서울,중랑구,승용,97225
2026-07,서울,중랑구,승합,3147
2026-07,서울,중랑구,화물,13775
2026-07,서울,중랑구,특수,587
2026-07,서울,중랑구,총계,114734
2026-07,전남광주,계,승용,1658652
2026-07,전남광주,계,승합,48779
2026-07,전남광주,계,화물,350549
2026-07,전남광주,계,특수,14155
2026-07,전남광주,계,총계,2072135
2026-07,전남광주,강진군,승용,13041
2026-07,전남광주,강진군,승합,585
2026-07,전남광주,강진군,화물,7487
2026-07,전남광주,강진군,특수,142
2026-07,전남광주,강진군,총계,21255
2026-07,전남광주,고흥군,승용,22148
2026-07,전남광주,고흥군,승합,1124
2026-07,전남광주,고흥군,화물,13262
2026-07,전남광주,고흥군,특수,193
2026-07,전남광주,고흥군,총계,36727
2026-07,전남광주,곡성군,승용,12026
2026-07,전남광주,곡성군,승합,485
2026-07,전남광주,곡성군,화물,5732
2026-07,전남광주,곡성군,특수,142
2026-07,전남광주,곡성군,총계,18385
2026-07,전남광주,광산구,승용,179485
2026-07,전남광주,광산구,승합,4352
2026-07,전남광주,광산구,화물,34242
2026-07,전남광주,광산구,특수,1769
2026-07,전남광주,광산구,총계,219848
2026-07,전남광주,남구,승용,85004
2026-07,전남광주,남구,승합,2192
2026-07,전남광주,남구,화물,9474
2026-07,전남광주,남구,특수,435
2026-07,전남광주,남구,총계,97105
2026-07,전남광주,광양시,승용,81835
2026-07,전남광주,광양시,승합,2337
2026-07,전남광주,광양시,화물,18367
2026-07,전남광주,광양시,특수,2300
2026-07,전남광주,광양시,총계,104839
2026-07,전남광주,동구,승용,43060
2026-07,전남광주,동구,승합,1010
2026-07,전남광주,동구,화물,4569
2026-07,전남광주,동구,특수,227
2026-07,전남광주,동구,총계,48866
2026-07,전남광주,구례군,승용,10198
2026-07,전남광주,구례군,승합,456
2026-07,전남광주,구례군,화물,4221
2026-07,전남광주,구례군,특수,95
2026-07,전남광주,구례군,총계,14970
2026-07,전남광주,나주시,승용,55713
2026-07,전남광주,나주시,승합,2218
2026-07,전남광주,나주시,화물,17447
2026-07,전남광주,나주시,특수,670
2026-07,전남광주,나주시,총계,76048
2026-07,전남광주,북구,승용,179504
2026-07,전남광주,북구,승합,4588
2026-07,전남광주,북구,화물,26080
2026-07,전남광주,북구,특수,1161
2026-07,전남광주,북구,총계,211333
2026-07,전남광주,담양군,승용,21041
2026-07,전남광주,담양군,승합,1001
2026-07,전남광주,담양군,화물,9016
2026-07,전남광주,담양군,특수,318
2026-07,전남광주,담양군,총계,31376
2026-07,전남광주,서구,승용,132345
2026-07,전남광주,서구,승합,3195
2026-07,전남광주,서구,화물,16563
2026-07,전남광주,서구,특수,673
2026-07,전남광주,서구,총계,152776
2026-07,전남광주,목포시,승용,83116
2026-07,전남광주,목포시,승합,2866
2026-07,전남광주,목포시,화물,14841
2026-07,전남광주,목포시,특수,711
2026-07,전남광주,목포시,총계,101534
2026-07,전남광주,무안군,승용,44522
2026-07,전남광주,무안군,승합,1661
2026-07,전남광주,무안군,화물,13216
2026-07,전남광주,무안군,특수,383
2026-07,전남광주,무안군,총계,59782
2026-07,전남광주,보성군,승용,15532
2026-07,전남광주,보성군,승합,828
2026-07,전남광주,보성군,화물,8642
2026-07,전남광주,보성군,특수,170
2026-07,전남광주,보성군,총계,25172
2026-07,전남광주,순천시,승용,129108
2026-07,전남광주,순천시,승합,3442
2026-07,전남광주,순천시,화물,24972
2026-07,전남광주,순천시,특수,1475
2026-07,전남광주,순천시,총계,158997
2026-07,전남광주,신안군,승용,136462
2026-07,전남광주,신안군,승합,2941
2026-07,전남광주,신안군,화물,10463
2026-07,전남광주,신안군,특수,186
2026-07,전남광주,신안군,총계,150052
2026-07,전남광주,여수시,승용,116227
2026-07,전남광주,여수시,승합,3728
2026-07,전남광주,여수시,화물,25071
2026-07,전남광주,여수시,특수,1298
2026-07,전남광주,여수시,총계,146324
2026-07,전남광주,영광군,승용,23759
2026-07,전남광주,영광군,승합,857
2026-07,전남광주,영광군,화물,9091
2026-07,전남광주,영광군,특수,197
2026-07,전남광주,영광군,총계,33904
2026-07,전남광주,영암군,승용,25377
2026-07,전남광주,영암군,승합,1261
2026-07,전남광주,영암군,화물,12376
2026-07,전남광주,영암군,특수,367
2026-07,전남광주,영암군,총계,39381
2026-07,전남광주,완도군,승용,16896
2026-07,전남광주,완도군,승합,828
2026-07,전남광주,완도군,화물,10033
2026-07,전남광주,완도군,특수,142
2026-07,전남광주,완도군,총계,27899
2026-07,전남광주,장성군,승용,20917
2026-07,전남광주,장성군,승합,808
2026-07,전남광주,장성군,화물,9330
2026-07,전남광주,장성군,특수,240
2026-07,전남광주,장성군,총계,31295
2026-07,전남광주,장흥군,승용,14135
2026-07,전남광주,장흥군,승합,636
2026-07,전남광주,장흥군,화물,7501
2026-07,전남광주,장흥군,특수,121
2026-07,전남광주,장흥군,총계,22393
2026-07,전남광주,진도군,승용,11874
2026-07,전남광주,진도군,승합,598
2026-07,전남광주,진도군,화물,6694
2026-07,전남광주,진도군,특수,108
2026-07,전남광주,진도군,총계,19274
2026-07,전남광주,함평군,승용,18707
2026-07,전남광주,함평군,승합,643
2026-07,전남광주,함평군,화물,6983
2026-07,전남광주,함평군,특수,132
2026-07,전남광주,함평군,총계,26465
2026-07,전남광주,해남군,승용,139573
2026-07,전남광주,해남군,승합,2441
2026-07,전남광주,해남군,화물,16220
2026-07,전남광주,해남군,특수,193
2026-07,전남광주,해남군,총계,158427
2026-07,전남광주,화순군,승용,27047
2026-07,전남광주,화순군,승합,1698
2026-07,전남광주,화순군,화물,8656
2026-07,전남광주,화순군,특수,307
2026-07,전남광주,화순군,총계,37708
2026-07,부산,계,승용,1361524
2026-07,부산,계,승합,33035
2026-07,부산,계,화물,181094
2026-07,부산,계,특수,12660
2026-07,부산,계,총계,1588313
2026-07,부산,강서구,승용,77101
2026-07,부산,강서구,승합,2009
2026-07,부산,강서구,화물,19260
2026-07,부산,강서구,특수,1132
2026-07,부산,강서구,총계,99502
2026-07,부산,중구,승용,35917
2026-07,부산,중구,승합,502
2026-07,부산,중구,화물,7141
2026-07,부산,중구,특수,1816
2026-07,부산,중구,총계,45376
2026-07,부산,금정구,승용,67031
2026-07,부산,금정구,승합,2825
2026-07,부산,금정구,화물,12148
2026-07,부산,금정구,특수,812
2026-07,부산,금정구,총계,82816
2026-07,부산,기장군,승용,77981
2026-07,부산,기장군,승합,2435
2026-07,부산,기장군,화물,12217
2026-07,부산,기장군,특수,556
2026-07,부산,기장군,총계,93189
2026-07,부산,남구,승용,130193
2026-07,부산,남구,승합,2551
2026-07,부산,남구,화물,13395
2026-07,부산,남구,특수,1832
2026-07,부산,남구,총계,147971
2026-07,부산,동구,승용,45436
2026-07,부산,동구,승합,980
2026-07,부산,동구,화물,5745
2026-07,부산,동구,특수,1134
2026-07,부산,동구,총계,53295
2026-07,부산,동래구,승용,89819
2026-07,부산,동래구,승합,2068
2026-07,부산,동래구,화물,11218
2026-07,부산,동래구,특수,499
2026-07,부산,동래구,총계,103604
2026-07,부산,부산진구,승용,118281
2026-07,부산,부산진구,승합,2910
2026-07,부산,부산진구,화물,15211
2026-07,부산,부산진구,특수,782
2026-07,부산,부산진구,총계,137184
2026-07,부산,북구,승용,87857
2026-07,부산,북구,승합,2236
2026-07,부산,북구,화물,13001
2026-07,부산,북구,특수,469
2026-07,부산,북구,총계,103563
2026-07,부산,사상구,승용,68382
2026-07,부산,사상구,승합,2124
2026-07,부산,사상구,화물,16137
2026-07,부산,사상구,특수,568
2026-07,부산,사상구,총계,87211
2026-07,부산,사하구,승용,94715
2026-07,부산,사하구,승합,2688
2026-07,부산,사하구,화물,14480
2026-07,부산,사하구,특수,515
2026-07,부산,사하구,총계,112398
2026-07,부산,서구,승용,26789
2026-07,부산,서구,승합,821
2026-07,부산,서구,화물,4441
2026-07,부산,서구,특수,150
2026-07,부산,서구,총계,32201
2026-07,부산,수영구,승용,116112
2026-07,부산,수영구,승합,1929
2026-07,부산,수영구,화물,6519
2026-07,부산,수영구,특수,498
2026-07,부산,수영구,총계,125058
2026-07,부산,연제구,승용,152611
2026-07,부산,연제구,승합,2908
2026-07,부산,연제구,화물,11281
2026-07,부산,연제구,특수,951
2026-07,부산,연제구,총계,167751
2026-07,부산,영도구,승용,27436
2026-07,부산,영도구,승합,1213
2026-07,부산,영도구,화물,4352
2026-07,부산,영도구,특수,115
2026-07,부산,영도구,총계,33116
2026-07,부산,해운대구,승용,145863
2026-07,부산,해운대구,승합,2836
2026-07,부산,해운대구,화물,14548
2026-07,부산,해운대구,특수,831
2026-07,부산,해운대구,총계,164078
2026-07,대구,계,승용,1081504
2026-07,대구,계,승합,24467
2026-07,대구,계,화물,157256
2026-07,대구,계,특수,5675
2026-07,대구,계,총계,1268902
2026-07,대구,중구,승용,50952
2026-07,대구,중구,승합,1346
2026-07,대구,중구,화물,4815
2026-07,대구,중구,특수,155
2026-07,대구,중구,총계,57268
2026-07,대구,남구,승용,51972
2026-07,대구,남구,승합,1508
2026-07,대구,남구,화물,6754
2026-07,대구,남구,특수,201
2026-07,대구,남구,총계,60435
2026-07,대구,동구,승용,147866
2026-07,대구,동구,승합,3749
2026-07,대구,동구,화물,22994
2026-07,대구,동구,특수,1045
2026-07,대구,동구,총계,175654
2026-07,대구,북구,승용,172588
2026-07,대구,북구,승합,4041
2026-07,대구,북구,화물,31997
2026-07,대구,북구,특수,1087
2026-07,대구,북구,총계,209713
2026-07,대구,서구,승용,64670
2026-07,대구,서구,승합,1717
2026-07,대구,서구,화물,12276
2026-07,대구,서구,특수,306
2026-07,대구,서구,총계,78969
2026-07,대구,군위군,승용,10452
2026-07,대구,군위군,승합,412
2026-07,대구,군위군,화물,5520
2026-07,대구,군위군,특수,90
2026-07,대구,군위군,총계,16474
2026-07,대구,달서구,승용,266198
2026-07,대구,달서구,승합,5020
2026-07,대구,달서구,화물,33936
2026-07,대구,달서구,특수,1279
2026-07,대구,달서구,총계,306433
2026-07,대구,달성군,승용,118879
2026-07,대구,달성군,승합,3159
2026-07,대구,달성군,화물,22350
2026-07,대구,달성군,특수,806
2026-07,대구,달성군,총계,145194
2026-07,대구,수성구,승용,197927
2026-07,대구,수성구,승합,3515
2026-07,대구,수성구,화물,16614
2026-07,대구,수성구,특수,706
2026-07,대구,수성구,총계,218762
2026-07,인천,계,승용,1513771
2026-07,인천,계,승합,35582
2026-07,인천,계,화물,200364
2026-07,인천,계,특수,9668
2026-07,인천,계,총계,1759385
2026-07,인천,중구,승용,2964
2026-07,인천,중구,승합,279
2026-07,인천,중구,화물,1692
2026-07,인천,중구,특수,111
2026-07,인천,중구,총계,5046
2026-07,인천,동구,승용,1259
2026-07,인천,동구,승합,200
2026-07,인천,동구,화물,1177
2026-07,인천,동구,특수,142
2026-07,인천,동구,총계,2778
2026-07,인천,서구,승용,8745
2026-07,인천,서구,승합,882
2026-07,인천,서구,화물,4076
2026-07,인천,서구,특수,108
2026-07,인천,서구,총계,13811
2026-07,인천,강화군,승용,30355
2026-07,인천,강화군,승합,1334
2026-07,인천,강화군,화물,11818
2026-07,인천,강화군,특수,394
2026-07,인천,강화군,총계,43901
2026-07,인천,계양구,승용,178199
2026-07,인천,계양구,승합,4167
2026-07,인천,계양구,화물,18712
2026-07,인천,계양구,특수,693
2026-07,인천,계양구,총계,201771
2026-07,인천,남동구,승용,244741
2026-07,인천,남동구,승합,5517
2026-07,인천,남동구,화물,30842
2026-07,인천,남동구,특수,1128
2026-07,인천,남동구,총계,282228
2026-07,인천,미추홀구,승용,155661
2026-07,인천,미추홀구,승합,3742
2026-07,인천,미추홀구,화물,22166
2026-07,인천,미추홀구,특수,1365
2026-07,인천,미추홀구,총계,182934
2026-07,인천,부평구,승용,208092
2026-07,인천,부평구,승합,4738
2026-07,인천,부평구,화물,22082
2026-07,인천,부평구,특수,760
2026-07,인천,부평구,총계,235672
2026-07,인천,연수구,승용,222871
2026-07,인천,연수구,승합,3517
2026-07,인천,연수구,화물,16179
2026-07,인천,연수구,특수,1008
2026-07,인천,연수구,총계,243575
2026-07,인천,옹진군,승용,83611
2026-07,인천,옹진군,승합,1720
2026-07,인천,옹진군,화물,16505
2026-07,인천,옹진군,특수,167
2026-07,인천,옹진군,총계,102003
2026-07,인천,검단구,승용,104110
2026-07,인천,검단구,승합,2130
2026-07,인천,검단구,화물,12809
2026-07,인천,검단구,특수,441
2026-07,인천,검단구,총계,119490
2026-07,인천,서해구,승용,177348
2026-07,인천,서해구,승합,4193
2026-07,인천,서해구,화물,23671
2026-07,인천,서해구,특수,1125
2026-07,인천,서해구,총계,206337
2026-07,인천,영종구,승용,61686
2026-07,인천,영종구,승합,1444
2026-07,인천,영종구,화물,4957
2026-07,인천,영종구,특수,218
2026-07,인천,영종구,총계,68305
2026-07,인천,제물포구,승용,34129
2026-07,인천,제물포구,승합,1719
2026-07,인천,제물포구,화물,13678
2026-07,인천,제물포구,특수,2008
2026-07,인천,제물포구,총계,51534
2026-07,대전,계,승용,646831
2026-07,대전,계,승합,15199
2026-07,대전,계,화물,84180
2026-07,대전,계,특수,4030
2026-07,대전,계,총계,750240
2026-07,대전,중구,승용,87201
2026-07,대전,중구,승합,2617
2026-07,대전,중구,화물,13880
2026-07,대전,중구,특수,584
2026-07,대전,중구,총계,104282
2026-07,대전,동구,승용,82408
2026-07,대전,동구,승합,2560
2026-07,대전,동구,화물,14283
2026-07,대전,동구,특수,561
2026-07,대전,동구,총계,99812
2026-07,대전,서구,승용,218485
2026-07,대전,서구,승합,4418
2026-07,대전,서구,화물,20638
2026-07,대전,서구,특수,1057
2026-07,대전,서구,총계,244598
2026-07,대전,대덕구,승용,73970
2026-07,대전,대덕구,승합,2370
2026-07,대전,대덕구,화물,17231
2026-07,대전,대덕구,특수,821
2026-07,대전,대덕구,총계,94392
2026-07,대전,유성구,승용,184767
2026-07,대전,유성구,승합,3234
2026-07,대전,유성구,화물,18148
2026-07,대전,유성구,특수,1007
2026-07,대전,유성구,총계,207156
2026-07,울산,계,승용,523811
2026-07,울산,계,승합,11924
2026-07,울산,계,화물,73899
2026-07,울산,계,특수,4030
2026-07,울산,계,총계,613664
2026-07,울산,중구,승용,92646
2026-07,울산,중구,승합,2072
2026-07,울산,중구,화물,10765
2026-07,울산,중구,특수,561
2026-07,울산,중구,총계,106044
2026-07,울산,남구,승용,144722
2026-07,울산,남구,승합,3232
2026-07,울산,남구,화물,19436
2026-07,울산,남구,특수,1007
2026-07,울산,남구,총계,168397
2026-07,울산,동구,승용,59580
2026-07,울산,동구,승합,1242
2026-07,울산,동구,화물,5032
2026-07,울산,동구,특수,230
2026-07,울산,동구,총계,66084
2026-07,울산,북구,승용,113415
2026-07,울산,북구,승합,2207
2026-07,울산,북구,화물,13052
2026-07,울산,북구,특수,671
2026-07,울산,북구,총계,129345
2026-07,울산,울주군,승용,113448
2026-07,울산,울주군,승합,3171
2026-07,울산,울주군,화물,25614
2026-07,울산,울주군,특수,1561
2026-07,울산,울주군,총계,143794
2026-07,세종,계,승용,184382
2026-07,세종,계,승합,3674
2026-07,세종,계,화물,16971
2026-07,세종,계,특수,1058
2026-07,세종,계,총계,206085
2026-07,세종,세종특별자치시,승용,184382
2026-07,세종,세종특별자치시,승합,3674
2026-07,세종,세종특별자치시,화물,16971
2026-07,세종,세종특별자치시,특수,1058
2026-07,세종,세종특별자치시,총계,206085
2026-07,경기,계,승용,5732679
2026-07,경기,계,승합,160651
2026-07,경기,계,화물,851522
2026-07,경기,계,특수,32821
2026-07,경기,계,총계,6777673
2026-07,경기,가평군,승용,26387
2026-07,경기,가평군,승합,1210
2026-07,경기,가평군,화물,7000
2026-07,경기,가평군,특수,222
2026-07,경기,가평군,총계,34819
2026-07,경기,고양시 덕양구,승용,175720
2026-07,경기,고양시 덕양구,승합,4115
2026-07,경기,고양시 덕양구,화물,21459
2026-07,경기,고양시 덕양구,특수,714
2026-07,경기,고양시 덕양구,총계,202008
2026-07,경기,고양시 일산동구,승용,121439
2026-07,경기,고양시 일산동구,승합,2827
2026-07,경기,고양시 일산동구,화물,15226
2026-07,경기,고양시 일산동구,특수,577
2026-07,경기,고양시 일산동구,총계,140069
2026-07,경기,고양시 일산서구,승용,106104
2026-07,경기,고양시 일산서구,승합,2453
2026-07,경기,고양시 일산서구,화물,10391
2026-07,경기,고양시 일산서구,특수,386
2026-07,경기,고양시 일산서구,총계,119334
2026-07,경기,과천시,승용,30516
2026-07,경기,과천시,승합,612
2026-07,경기,과천시,화물,2713
2026-07,경기,과천시,특수,124
2026-07,경기,과천시,총계,33965
2026-07,경기,광명시,승용,102013
2026-07,경기,광명시,승합,2581
2026-07,경기,광명시,화물,12521
2026-07,경기,광명시,특수,469
2026-07,경기,광명시,총계,117584
2026-07,경기,광주시,승용,177304
2026-07,경기,광주시,승합,6636
2026-07,경기,광주시,화물,35874
2026-07,경기,광주시,특수,1169
2026-07,경기,광주시,총계,220983
2026-07,경기,구리시,승용,63994
2026-07,경기,구리시,승합,1696
2026-07,경기,구리시,화물,9856
2026-07,경기,구리시,특수,360
2026-07,경기,구리시,총계,75906
2026-07,경기,군포시,승용,86853
2026-07,경기,군포시,승합,2010
2026-07,경기,군포시,화물,12394
2026-07,경기,군포시,특수,458
2026-07,경기,군포시,총계,101715
2026-07,경기,김포시,승용,207345
2026-07,경기,김포시,승합,6130
2026-07,경기,김포시,화물,35340
2026-07,경기,김포시,특수,1431
2026-07,경기,김포시,총계,250246
2026-07,경기,남양주시,승용,274475
2026-07,경기,남양주시,승합,7383
2026-07,경기,남양주시,화물,48767
2026-07,경기,남양주시,특수,1678
2026-07,경기,남양주시,총계,332303
2026-07,경기,동두천시,승용,32963
2026-07,경기,동두천시,승합,1213
2026-07,경기,동두천시,화물,6048
2026-07,경기,동두천시,특수,184
2026-07,경기,동두천시,총계,40408
2026-07,경기,부천시 소사구,승용,73972
2026-07,경기,부천시 소사구,승합,1961
2026-07,경기,부천시 소사구,화물,9189
2026-07,경기,부천시 소사구,특수,365
2026-07,경기,부천시 소사구,총계,85487
2026-07,경기,부천시 오정구,승용,53057
2026-07,경기,부천시 오정구,승합,2042
2026-07,경기,부천시 오정구,화물,11072
2026-07,경기,부천시 오정구,특수,362
2026-07,경기,부천시 오정구,총계,66533
2026-07,경기,부천시,승용,105
2026-07,경기,부천시,승합,48
2026-07,경기,부천시,화물,135
2026-07,경기,부천시,특수,1
2026-07,경기,부천시,총계,289
2026-07,경기,부천시 원미구,승용,130632
2026-07,경기,부천시 원미구,승합,3770
2026-07,경기,부천시 원미구,화물,18521
2026-07,경기,부천시 원미구,특수,602
2026-07,경기,부천시 원미구,총계,153525
2026-07,경기,성남시 분당구,승용,183552
2026-07,경기,성남시 분당구,승합,3590
2026-07,경기,성남시 분당구,화물,9311
2026-07,경기,성남시 분당구,특수,511
2026-07,경기,성남시 분당구,총계,196964
2026-07,경기,성남시 수정구,승용,75780
2026-07,경기,성남시 수정구,승합,2127
2026-07,경기,성남시 수정구,화물,8910
2026-07,경기,성남시 수정구,특수,337
2026-07,경기,성남시 수정구,총계,87154
2026-07,경기,성남시 중원구,승용,64233
2026-07,경기,성남시 중원구,승합,2150
2026-07,경기,성남시 중원구,화물,10000
2026-07,경기,성남시 중원구,특수,356
2026-07,경기,성남시 중원구,총계,76739
2026-07,경기,수원시 권선구,승용,200399
2026-07,경기,수원시 권선구,승합,6125
2026-07,경기,수원시 권선구,화물,23117
2026-07,경기,수원시 권선구,특수,1186
2026-07,경기,수원시 권선구,총계,230827
2026-07,경기,수원시 영통구,승용,148046
2026-07,경기,수원시 영통구,승합,2064
2026-07,경기,수원시 영통구,화물,7916
2026-07,경기,수원시 영통구,특수,390
2026-07,경기,수원시 영통구,총계,158416
2026-07,경기,수원시 장안구,승용,99562
2026-07,경기,수원시 장안구,승합,2618
2026-07,경기,수원시 장안구,화물,10214
2026-07,경기,수원시 장안구,특수,404
2026-07,경기,수원시 장안구,총계,112798
2026-07,경기,수원시 팔달구,승용,86604
2026-07,경기,수원시 팔달구,승합,2213
2026-07,경기,수원시 팔달구,화물,8246
2026-07,경기,수원시 팔달구,특수,282
2026-07,경기,수원시 팔달구,총계,97345
2026-07,경기,시흥시,승용,231806
2026-07,경기,시흥시,승합,6154
2026-07,경기,시흥시,화물,43101
2026-07,경기,시흥시,특수,1295
2026-07,경기,시흥시,총계,282356
2026-07,경기,안산시 단원구,승용,158239
2026-07,경기,안산시 단원구,승합,5623
2026-07,경기,안산시 단원구,화물,27118
2026-07,경기,안산시 단원구,특수,805
2026-07,경기,안산시 단원구,총계,191785
2026-07,경기,안산시 상록구,승용,123954
2026-07,경기,안산시 상록구,승합,4078
2026-07,경기,안산시 상록구,화물,20565
2026-07,경기,안산시 상록구,특수,828
2026-07,경기,안산시 상록구,총계,149425
2026-07,경기,안성시,승용,100510
2026-07,경기,안성시,승합,3460
2026-07,경기,안성시,화물,23056
2026-07,경기,안성시,특수,1301
2026-07,경기,안성시,총계,128327
2026-07,경기,안양시 동안구,승용,122983
2026-07,경기,안양시 동안구,승합,2445
2026-07,경기,안양시 동안구,화물,13315
2026-07,경기,안양시 동안구,특수,584
2026-07,경기,안양시 동안구,총계,139327
2026-07,경기,안양시 만안구,승용,78758
2026-07,경기,안양시 만안구,승합,2856
2026-07,경기,안양시 만안구,화물,10538
2026-07,경기,안양시 만안구,특수,337
2026-07,경기,안양시 만안구,총계,92489
2026-07,경기,양주시,승용,124723
2026-07,경기,양주시,승합,4092
2026-07,경기,양주시,화물,23409
2026-07,경기,양주시,특수,814
2026-07,경기,양주시,총계,153038
2026-07,경기,양평군,승용,55588
2026-07,경기,양평군,승합,2097
2026-07,경기,양평군,화물,13265
2026-07,경기,양평군,특수,401
2026-07,경기,양평군,총계,71351
2026-07,경기,여주시,승용,55021
2026-07,경기,여주시,승합,2586
2026-07,경기,여주시,화물,20746
2026-07,경기,여주시,특수,726
2026-07,경기,여주시,총계,79079
2026-07,경기,연천군,승용,20347
2026-07,경기,연천군,승합,1011
2026-07,경기,연천군,화물,10821
2026-07,경기,연천군,특수,648
2026-07,경기,연천군,총계,32827
2026-07,경기,오산시,승용,117387
2026-07,경기,오산시,승합,3141
2026-07,경기,오산시,화물,13552
2026-07,경기,오산시,특수,554
2026-07,경기,오산시,총계,134634
2026-07,경기,용인시 기흥구,승용,192208
2026-07,경기,용인시 기흥구,승합,3869
2026-07,경기,용인시 기흥구,화물,15045
2026-07,경기,용인시 기흥구,특수,923
2026-07,경기,용인시 기흥구,총계,212045
2026-07,경기,용인시 수지구,승용,144395
2026-07,경기,용인시 수지구,승합,1632
2026-07,경기,용인시 수지구,화물,6009
2026-07,경기,용인시 수지구,특수,265
2026-07,경기,용인시 수지구,총계,152301
2026-07,경기,용인시 처인구,승용,134374
2026-07,경기,용인시 처인구,승합,5284
2026-07,경기,용인시 처인구,화물,26802
2026-07,경기,용인시 처인구,특수,1298
2026-07,경기,용인시 처인구,총계,167758
2026-07,경기,의왕시,승용,64987
2026-07,경기,의왕시,승합,1382
2026-07,경기,의왕시,화물,7756
2026-07,경기,의왕시,특수,484
2026-07,경기,의왕시,총계,74609
2026-07,경기,의정부시,승용,156660
2026-07,경기,의정부시,승합,4556
2026-07,경기,의정부시,화물,20892
2026-07,경기,의정부시,특수,857
